sentences,llm_responses,actual_labels,complete_responses,extracted_labels
"In the absence of legislation, going appreciably further in the direction of prioritizing price stability, as would be implied by a numerical target that was expected to be achieved most of the time, would be potentially damaging to the democratic balance and would risk a backlash.",DOVISH,0,"ModelResponse(id='8ec0b35058dc8ce6-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='DOVISH', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=134, total_tokens=138))",0
"Compared with the baseline, the disruption to economic activity was more severe and protracted in this scenario, with real GDP and inflation lower and the unemployment rate higher by the end of the medium-term projection.",DOVISH,0,"ModelResponse(id='8ec0b3506bcd0c8a-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='DOVISH', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=121, total_tokens=125))",0
Hungary and Poland adopted inflation targeting following parliamentary acts stipulating that price stability was the main objective for the central bank.,NEUTRAL,1,"ModelResponse(id='8ec0b3505bf21a13-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=104, total_tokens=108))",2
"That should gradually return the economy to full utilization of its resources, while inflation remains subdued.",NEUTRAL,0,"ModelResponse(id='8ec0b350cb9a8cd6-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=99, total_tokens=103))",2
"Implications for Monetary Policy In summary, there appears to be some possibility that the recent trend toward disinflation will continue, primarily because of the potentially large amount of economic slack in the system.",NEUTRAL,0,"ModelResponse(id='8ec0b350bbe47ca5-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=119, total_tokens=123))",2
"At the time of our FOMC meeting in January, prospects for continued economic growth remained favorable, and we judged that monetary policy was well positioned to support that outlook.",NEUTRAL,0,"ModelResponse(id='8ec0b3509c9c1879-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=115, total_tokens=119))",2
We're looking at wages and we're looking at ultimately inflation.,HAWKISH,2,"ModelResponse(id='8ec0b350badaefa9-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=94, total_tokens=99))",1
"In preparation for the Federal Reserve's semiannual report to the Congress on the economy and monetary policy, the members of the Board of Governors and the presidents of the Federal Reserve Banks submitted individual projections of the growth of GDP, the rate of unemployment, and core consumer price inflation for the years 2006 and 2007.",NEUTRAL,2,"ModelResponse(id='8ec0b350a97643ff-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=146, total_tokens=150))",2
U.S. inflation remains muted.,DOVISH,0,"ModelResponse(id='8ec0b350a924efa5-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='DOVISH', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=88, total_tokens=92))",0
Comparing the Theoretical Prediction to Recent Experience The swing from budget deficit to surplus has been much more dramatic than was expected when the fiscal year 1994 budget was adopted.,NEUTRAL,2,"ModelResponse(id='8ec0b350cb76c454-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=116, total_tokens=120))",2
"Participants' assessments of the economic outlook were little changed, with the intermeeting information generally seen as suggesting that economic growth would remain moderate over coming quarters and then pick up gradually.",NEUTRAL,2,"ModelResponse(id='8ec0b3705ab243a9-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198963, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=116, total_tokens=120))",2
Higher productivity is unambiguously good.,NEUTRAL,2,"ModelResponse(id='8ec0b3512acd43ca-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=90, total_tokens=94))",2
"Well, that’s—what’s happening there is the fact that the relationship between resource utilization, or unemployment, and inflation has just gotten weaker and weaker over the years.",NEUTRAL,0,"ModelResponse(id='8ec0b35138ba7cf3-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=115, total_tokens=119))",2
"To anticipate a bubble about to burst requires the forecast of a plunge in the prices of assets previously set by the judgments of millions of investors, many of whom are highly knowledgeable about the prospects for the specific companies that make up our broad stock price indexes.",NEUTRAL,2,"ModelResponse(id='8ec0b3513df34314-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=131, total_tokens=135))",2
"Indeed, consumer expenditures appeared to have been expanding moderately over the previous few months, buoyed by increases in employment, personal income, and household wealth.",NEUTRAL,2,"ModelResponse(id='8ec0b3517c9d32ca-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=111, total_tokens=115))",2
"Indeed, virtually every forecast projects a modest rise in broad measures of U.S. inflation this year, reflecting the dissipation or reversal of favorable supply shocks, most importantly the reversal in the path of oil prices, the stabilization of commodity prices and non-oil import prices, and some rebound in health care costs.",NEUTRAL,1,"ModelResponse(id='8ec0b3518c684277-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=143, total_tokens=147))",2
"The drop in demand leads, in turn, to a decline in actual output relative to its potential, that is, the level of output that the economy can produce at the maximum sustainable level of employment.",NEUTRAL,0,"ModelResponse(id='8ec0b351c9651869-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=121, total_tokens=125))",2
"The fundamentals underlying capital spending continued to be supportive, as business sector output expanded briskly, firms remained flush with funds, and relative price declines for high-tech equipment continued to push down its user cost.",NEUTRAL,1,"ModelResponse(id='8ec0b351cc17189d-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=121, total_tokens=125))",2
This supports the view that there has been an increase in trend productivity growth.,NEUTRAL,0,"ModelResponse(id='8ec0b3526b9643e8-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=96, total_tokens=100))",2
The Federal Reserve is fully committed to both sides of its mandate—to price stability as well as to maximum employment—and it has both the tools and the will to act at the appropriate time to avoid any emerging threat to price stability.,NEUTRAL,1,"ModelResponse(id='8ec0b352f9f61a1b-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=126, total_tokens=130))",2
"Although growth in output and employment slowed during the first quarter, the Committee continues to expect that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.",NEUTRAL,0,"ModelResponse(id='8ec0b353280ac3eb-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=132, total_tokens=136))",2
And—but inflation expectations did not move strongly down here in the United States.,NEUTRAL,1,"ModelResponse(id='8ec0b3538e8c4343-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=96, total_tokens=100))",2
The Committee continues to view changes in the target range for the federal funds rate as its primary means of adjusting the stance of monetary policy.,NEUTRAL,2,"ModelResponse(id='8ec0b3539a445e86-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733198958, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=108, total_tokens=112))",2
